email,order_entered,heating_seasonal_performance_factor,seasonal_energy_efficiency_rating
tsahagun@nam-zim.com,1,21.3,42.8
tsahagun@nam-zim.com,2,16.2,28.9
tsawchuk@opentech.com,1,28.0,50.9
tschoeneck@inity.com,1,32.3,54.3
tsemidey@bioplex.com,1,24.3,50.0
tsemidey@bioplex.com,3,22.7,45.5
tsengbusch@singletechno.com,3,15.1,43.3
tsengbusch@statholdings.com,2,19.7,39.3
tshealy@konmatfix.com,1,15.0,12.0
tshields@warephase.com,3,20.2,52.3
tshin@inity.com,2,25.4,28.7
tshinko@scotfind.com,2,15.0,61.8
tskulski@golddex.com,3,15.9,48.0
tskulski@openlane.com,3,20.6,27.2
tslayton@opentech.com,1,21.9,42.7
tslayton@opentech.com,3,18.7,34.1
tspringe@zotware.com,3,25.4,42.0
tstem@rangreen.com,5,27.4,50.3
tstem@rangreen.com,7,22.8,33.2
tstenseth@conecom.com,1,22.1,46.8
tstenseth@conecom.com,2,17.5,19.4
tstenseth@conecom.com,4,25.1,56.6
tsuell@rangreen.com,1,17.2,28.4
tsyrop@ganjaflex.com,1,19.9,40.1
ttegarden@toughzap.com,3,23.7,39.7
ttegarden@toughzap.com,4,24.8,59.0
tthyberg@year-job.com,2,15.5,33.8
ttomasulo@j-texon.com,1,23.1,42.4
ttromblay@streethex.com,1,23.6,55.6
tupthegrove@blackzim.com,1,25.8,48.2
tupthegrove@blackzim.com,2,21.8,37.0
tupthegrove@blackzim.com,4,24.0,29.6
tvanheusen@funholding.com,1,22.1,39.8
tvanheusen@funholding.com,2,19.1,40.3
tvarriano@bioholding.com,1,18.6,53.1
tvarriano@hottechi.com,3,20.9,45.9
tvenere@zoomit.com,2,26.2,50.7
tvenere@zoomit.com,3,24.2,30.4
tweglarz@golddex.com,1,23.2,50.4
tweight@y-corporation.com,1,24.6,49.0
twiklund@plusstrip.com,1,21.0,61.6
twiklund@plusstrip.com,2,15.4,42.2
tyum@yearin.com,2,26.2,37.7
vangalich@plexzap.com,2,22.1,43.7
varias@labdrill.com,3,23.0,25.1
vbarfield@xx-zobam.com,5,24.5,20.0
vbiddy@warephase.com,1,20.2,64.3
vblackwood@konex.com,1,11.8,62.3
vblackwood@konex.com,2,30.5,47.4
vblackwood@konex.com,4,21.8,55.9
vblackwood@konex.com,6,31.0,52.7
vblackwood@rantouch.com,1,23.1,40.9
vblackwood@rantouch.com,3,21.5,45.8
vbookamer@domzoom.com,2,27.3,64.2
vbourbon@labdrill.com,1,21.8,47.6
vbourbon@labdrill.com,2,24.5,38.5
vbrossart@dontechi.com,4,21.0,32.8
vbrossart@dontechi.com,7,20.1,46.6
vbrossart@konmatfix.com,2,16.3,53.0
vbrossart@konmatfix.com,3,24.4,35.5
vbrossart@konmatfix.com,5,22.5,43.4
vbrossart@konmatfix.com,9,18.2,38.8
vbuzick@streethex.com,1,21.2,34.3
vcampain@sumace.com,1,18.1,58.6
vcantres@year-job.com,1,27.2,37.7
vcantres@year-job.com,5,22.6,48.2
vcantres@year-job.com,8,29.1,32.5
vcantres@year-job.com,9,20.1,51.3
vcantres@yearin.com,2,24.0,47.0
vcolaizzo@codehow.com,1,32.4,33.9
vcolaizzo@codehow.com,2,18.9,36.5
vcoody@warephase.com,3,24.6,46.4
vcookey@donware.com,2,20.1,43.4
vcookey@donware.com,3,22.6,41.7
vcookey@gogozoom.com,1,26.7,55.8
vcorbley@sunnamplex.com,3,25.4,50.2
vcraghead@golddex.com,1,16.5,48.3
vcraghead@golddex.com,4,27.2,43.3
vcronauer@green-plus.com,1,21.0,31.5
vcrupi@lexiqvolax.com,1,19.8,34.9
vdewar@konex.com,2,23.3,45.3
vdinos@treequote.com,1,18.8,35.2
vdinos@treequote.com,4,21.2,42.5
vfarrow@mathtouch.com,3,22.5,42.0
vfishburne@fasehatice.com,2,22.3,31.5
vfishburne@fasehatice.com,4,23.1,45.0
vfredicks@iselectrics.com,1,24.7,50.0
vgato@golddex.com,1,21.5,37.1
vgehrett@golddex.com,1,22.4,35.4
vgehrett@golddex.com,2,22.1,37.9
vgesick@groovestreet.com,3,27.0,52.1
vgoldammer@isdom.com,1,24.2,51.6
vgreenbush@ron-tech.com,1,18.4,51.1
vgrenet@cancity.com,4,25.8,42.7
vgrenet@cancity.com,6,21.1,33.5
vgrenet@cancity.com,7,13.3,30.6
vgwalthney@finhigh.com,1,25.5,52.5
vhalter@mathtouch.com,1,20.4,28.1
vhamilton@dambase.com,2,20.5,28.8
vhamilton@dambase.com,4,20.2,14.6
vhochard@statholdings.com,2,14.8,55.0
vhochard@statholdings.com,3,19.0,30.7
vhochard@statholdings.com,5,24.1,47.4
vjurney@isdom.com,1,29.8,34.5
vjurney@isdom.com,2,17.6,41.5
vjuvera@condax.com,2,21.8,51.2
vkarpel@doncon.com,2,23.9,40.3
vkarpel@labdrill.com,1,22.9,27.9
vkeener@sumace.com,2,24.2,23.8
vkeener@sumace.com,3,16.4,55.0
vklusman@opentech.com,1,15.9,46.5
vklusman@opentech.com,3,17.3,39.1
vlapage@dalttechnology.com,1,28.3,61.1
vlapage@dalttechnology.com,3,18.6,61.1
vleto@nam-zim.com,1,20.1,55.3
vmaile@year-job.com,2,19.2,38.2
vmatuszak@iselectrics.com,4,21.8,44.5
vmaybury@faxquote.com,6,22.4,39.9
vmaybury@faxquote.com,9,23.1,40.3
vmccullan@konmatfix.com,2,20.4,38.9
vmcnease@kan-code.com,1,24.4,39.8
vmiro@isdom.com,1,16.4,23.6
vmunis@zathunicon.com,1,18.2,31.3
vmunns@plussunin.com,1,26.1,60.1
vmunns@plussunin.com,4,19.9,34.8
vmyricks@betasoloin.com,2,20.4,37.5
vnestle@gogozoom.com,3,25.3,34.4
vogg@gogozoom.com,2,18.4,58.3
vogg@xx-zobam.com,2,16.3,39.9
vpedrozo@scottech.com,2,16.0,48.3
vpedrozo@scottech.com,3,22.7,45.0
vperin@kan-code.com,1,24.7,37.5
vrodefer@plexzap.com,3,13.6,21.6
vroyster@zathunicon.com,1,28.4,56.0
vroyster@zathunicon.com,3,21.5,34.8
vsahagun@fasehatice.com,1,24.4,41.7
vsama@statholdings.com,1,20.9,37.1
vshields@konmatfix.com,2,16.3,59.3
vshields@konmatfix.com,3,23.8,46.3
vspickerman@silis.com,1,28.3,48.4
vspickerman@silis.com,3,24.6,65.1
vstimmel@betatech.com,2,17.1,36.4
vstorment@donquadtech.com,1,26.4,45.2
vstuer@dambase.com,2,23.6,45.9
vstuer@dambase.com,3,22.2,47.0
vsweigard@betatech.com,1,21.2,37.4
vsweigard@betatech.com,4,30.7,31.4
vsweigard@xx-zobam.com,1,13.6,44.2
vtagala@golddex.com,1,14.3,37.1
vtagala@golddex.com,2,27.5,60.9
vtegarden@treequote.com,1,21.8,33.4
vthreets@donware.com,1,22.5,60.5
vthreets@donware.com,4,21.6,24.0
vtollner@hottechi.com,3,24.3,36.6
vtollner@plussunin.com,3,24.2,25.2
vtollner@plussunin.com,7,19.0,30.8
vvarriano@inity.com,2,23.3,31.7
vvarriano@inity.com,4,19.6,34.4
vvizarro@hatfan.com,1,25.7,29.3
vweglarz@cancity.com,2,19.3,24.2
vweglarz@cancity.com,4,25.4,39.5
vweglarz@cancity.com,6,15.2,58.1
vweight@lexiqvolax.com,4,19.2,45.1
vweirather@konex.com,2,21.7,57.1
vwenzinger@zathunicon.com,1,25.5,44.7
vwenzinger@zathunicon.com,4,18.8,51.2
vwenzinger@zathunicon.com,6,12.7,47.0
vwenzinger@zathunicon.com,7,21.1,34.3
vwolfgramm@plexzap.com,1,25.8,58.6
vyaw@cancity.com,1,18.8,24.9
wauffrey@sumace.com,1,24.2,51.8
wbarfield@streethex.com,3,18.8,60.2
wbartolet@plussunin.com,1,26.5,47.7
wbatman@stanredtax.com,3,21.7,51.7
wbowley@scottech.com,2,23.7,37.6
wbowley@scottech.com,3,25.3,25.3
wbowley@scottech.com,5,25.1,53.3
wbrachle@bioholding.com,1,23.2,39.5
wbriddick@stanredtax.com,1,27.3,52.0
wbriddick@stanredtax.com,3,21.5,37.8
wbutzen@domzoom.com,1,22.7,37.0
wbuzick@isdom.com,1,30.6,51.9
wbuzick@y-corporation.com,1,25.4,45.8
wbuzick@y-corporation.com,2,21.7,38.3
wcorrio@kan-code.com,2,24.1,40.3
wcorrio@kan-code.com,3,24.2,28.6
wcousey@plussunin.com,1,19.2,27.1
wdickerson@faxquote.com,1,29.3,39.1
wdickerson@faxquote.com,3,20.0,50.0
wemigh@mathtouch.com,3,20.8,41.2
wennaco@scottech.com,1,15.8,28.5
wfallick@plusstrip.com,2,17.9,46.5
wfeichtner@ontomedia.com,1,22.3,27.8
wfeichtner@ontomedia.com,2,24.8,49.0
wferencz@konmatfix.com,3,19.0,42.0
wferencz@konmatfix.com,4,23.3,46.4
wferencz@openlane.com,2,21.7,20.4
wfoller@stanredtax.com,2,18.8,24.4
wfoller@stanredtax.com,3,25.8,53.2
wgiguere@nam-zim.com,3,15.9,40.0
wgiguere@stanredtax.com,2,27.5,60.8
wgiguere@stanredtax.com,4,25.3,40.2
wgoldammer@zotware.com,3,24.8,39.4
wgoldammer@zotware.com,5,23.0,51.4
wgoldammer@zotware.com,6,18.6,44.3
whauenstein@streethex.com,1,18.6,45.4
wheintzman@rangreen.com,1,23.7,45.1
wheintzman@rangreen.com,3,20.9,30.1
wheintzman@rangreen.com,4,21.0,52.5
whoopengardner@donquadtech.com,2,23.8,38.9
whoopengardner@donquadtech.com,4,26.6,38.1
witurbide@treequote.com,1,22.4,35.8
witurbide@treequote.com,2,22.3,49.8
wjillson@finjob.com,3,22.9,16.4
wkampa@stanredtax.com,4,21.1,50.5
wkampa@stanredtax.com,5,22.0,29.8
wkampa@stanredtax.com,6,21.8,38.1
wkampa@stanredtax.com,7,27.2,54.8
wkampa@stanredtax.com,9,22.5,47.3
wkohnert@plexzap.com,1,13.7,36.7
wkohnert@plexzap.com,3,21.5,32.2
wkoppinger@ontomedia.com,2,18.4,57.1
wkoppinger@rantouch.com,1,23.2,35.8
wkoppinger@rantouch.com,5,22.0,47.5
wkoppinger@rantouch.com,7,25.4,43.0
wkoppinger@rantouch.com,8,17.5,45.7
wkownacki@treequote.com,2,21.6,15.4
wmartabano@green-plus.com,1,17.6,55.0
wmartabano@green-plus.com,2,27.6,60.4
wmartabano@green-plus.com,5,20.8,64.7
wmartabano@green-plus.com,6,24.8,41.4
wmaybury@fasehatice.com,1,20.5,18.5
wmcdoniel@condax.com,1,27.7,33.7
wmcdoniel@condax.com,2,28.8,25.3
wmontezuma@zotware.com,1,23.8,49.7
wnabours@nam-zim.com,1,23.9,40.7
wneither@bioholding.com,1,24.6,53.9
wnestle@fasehatice.com,3,20.5,40.2
wnestle@fasehatice.com,5,20.6,50.8
wnestle@fasehatice.com,6,23.4,40.5
wpapasergi@finjob.com,1,20.3,51.8
wpapasergi@finjob.com,3,19.4,41.5
wpawlowicz@rantouch.com,1,27.5,16.8
wpawlowicz@rantouch.com,2,17.9,42.6
wpawlowicz@rantouch.com,3,32.4,49.6
wpinilla@toughzap.com,1,23.5,67.8
wpinilla@toughzap.com,3,22.1,59.8
wpolidori@sunnamplex.com,1,17.6,37.0
wpoquette@betasoloin.com,1,20.8,65.3
wpoquette@betasoloin.com,7,19.7,41.0
wraymo@sonron.com,1,21.6,32.9
wroyster@donware.com,1,22.7,51.4
wroyster@donware.com,3,14.6,47.1
wschieler@condax.com,4,23.4,52.1
wschieler@condax.com,6,27.5,36.3
wschieler@kinnamplus.com,1,23.9,40.6
wschoeneck@isdom.com,1,26.9,47.4
wskursky@toughzap.com,1,20.8,33.0
wstockham@conecom.com,1,20.2,24.6
wstrassner@golddex.com,1,25.0,52.6
wtheodorov@zoomit.com,1,26.6,29.9
wtheodorov@zoomit.com,2,25.4,55.3
wtheodorov@zoomit.com,3,25.4,53.1
wtreston@cancity.com,2,22.8,38.3
wtreston@cancity.com,6,28.6,38.8
wwildfong@bioholding.com,1,19.9,42.4
xbaltimore@ganjaflex.com,1,18.9,48.5
xbaltimore@ganjaflex.com,3,21.5,45.3
xbiddy@domzoom.com,3,13.9,45.8
xcanlas@blackzim.com,3,26.6,38.2
xcanlas@blackzim.com,5,18.3,70.8
xfarrow@zencorporation.com,1,23.5,57.8
xfarrow@zencorporation.com,2,29.1,50.4
xfarrow@zencorporation.com,3,26.4,38.6
xhirpara@mathtouch.com,2,23.1,52.4
xmeinerding@konex.com,1,23.1,50.9
xsteffensmeier@green-plus.com,1,23.3,60.0
yandreason@zotware.com,1,19.7,53.3
yandreason@zotware.com,3,22.8,37.9
yandreason@zotware.com,4,26.9,29.1
yangalich@dalttechnology.com,1,26.3,42.7
ybrucato@donquadtech.com,1,21.3,47.6
ybrucato@donquadtech.com,2,21.3,51.2
ybrucato@donquadtech.com,3,15.8,83.3
ybrucato@donquadtech.com,6,23.1,46.8
ybruschke@konmatfix.com,1,23.4,28.4
ybruschke@konmatfix.com,2,18.7,45.9
ybruschke@konmatfix.com,3,28.8,44.6
ybutzen@sunnamplex.com,4,15.1,41.1
ychaffins@fasehatice.com,2,22.9,54.0
ychaffins@fasehatice.com,4,25.0,34.6
ycoody@faxquote.com,4,22.9,55.1
ycrupi@statholdings.com,1,23.2,43.8
yfarrow@inity.com,3,22.0,35.4
yferencz@bioholding.com,1,16.9,32.1
yferencz@bioholding.com,3,15.4,38.9
yferencz@kinnamplus.com,1,20.9,62.9
yferencz@kinnamplus.com,3,26.3,45.7
yfrerking@scotfind.com,1,36.1,38.0
ygibes@codehow.com,2,18.7,49.6
yglick@rundofase.com,1,18.9,48.5
yhamilton@newex.com,4,23.0,26.3
yheintzman@donware.com,2,20.0,33.0
yhellickson@plexzap.com,1,18.7,45.0
yhellickson@plexzap.com,2,22.2,51.5
yjacobos@plexzap.com,2,21.9,42.7
yjayson@green-plus.com,2,24.0,44.1
yjayson@green-plus.com,3,26.5,46.3
ykitty@domzoom.com,1,20.3,56.9
ylatzke@gogozoom.com,4,24.1,43.2
ylietz@domzoom.com,1,13.9,63.9
ymeisel@statholdings.com,3,24.0,30.2
ypapasergi@sonron.com,2,24.8,52.1
ypatak@zathunicon.com,1,26.2,35.1
ypatak@zathunicon.com,2,20.6,65.8
ypatak@zathunicon.com,3,30.0,38.0
ypoquette@zotware.com,3,20.5,38.1
yrodenberger@konmatfix.com,1,24.7,39.6
yrulapaugh@konmatfix.com,1,15.5,31.2
ysengbusch@rantouch.com,4,19.2,48.1
ysengbusch@rantouch.com,6,22.0,36.4
ysuell@dambase.com,2,25.3,34.3
ysuell@dambase.com,3,24.7,48.9
ysuell@dambase.com,6,19.5,23.4
yweirather@newex.com,1,25.0,41.6
yweirather@newex.com,2,29.0,31.9
yyum@golddex.com,1,22.4,41.7
zgillian@bioholding.com,1,16.4,47.4
zgrenet@hatfan.com,1,22.4,40.7
