email,square_footage,household_type,thermostat_setting_heating,thermostat_setting_cooling,postal_code
toles@domzoom.com,462,apartment,77,70,77255
tonofrio@rangreen.com,1388,townhome,71,74,98354
tostolaza@donware.com,1538,apartment,73,71,22153
tpagliuca@conecom.com,987,apartment,NULL,NULL,26003
tpalaspas@bioplex.com,719,condominium,72,75,82630
tpalaspas@cancity.com,1337,apartment,71,NULL,60941
tpalaspas@golddex.com,785,townhome,NULL,NULL,19544
tpapasergi@zoomit.com,265,"mobile home",76,75,74543
tparvis@scottech.com,1569,townhome,66,70,80620
tperin@betatech.com,890,apartment,73,72,22660
tperruzza@ron-tech.com,3205,house,71,NULL,33110
tpolidori@toughzap.com,628,house,NULL,73,78081
tpoullion@y-corporation.com,144,apartment,73,NULL,07046
tpugh@xx-holding.com,2336,house,76,NULL,60930
tradde@j-texon.com,578,apartment,75,68,80428
trauser@sunnamplex.com,778,apartment,NULL,73,36701
treiber@dontechi.com,927,apartment,73,NULL,57278
treiber@inity.com,1330,apartment,72,72,19533
treiber@xx-holding.com,1326,house,74,69,45044
trentfro@newex.com,594,apartment,NULL,74,58277
trentfro@streethex.com,673,apartment,70,NULL,58776
trestrepo@opentech.com,2971,house,70,NULL,20470
trhym@domzoom.com,77,apartment,72,75,74052
trim@betatech.com,74,apartment,71,73,78029
trim@green-plus.com,1198,house,66,71,64077
trim@kan-code.com,552,"mobile home",74,73,73448
trim@sunnamplex.com,1078,apartment,70,72,30189
trodeigues@yearin.com,1846,townhome,66,71,85530
trodenberger@hottechi.com,574,condominium,70,75,49786
trodenberger@ontomedia.com,1557,apartment,76,NULL,02155
troyster@faxquote.com,398,apartment,NULL,72,63567
troyster@funholding.com,687,house,NULL,73,16871
troyster@stanredtax.com,856,apartment,74,NULL,30503
tsahagun@inity.com,776,house,69,73,30007
tsahagun@kinnamplus.com,677,house,NULL,NULL,24053
tsahagun@nam-zim.com,1050,apartment,76,NULL,46968
tsaras@goodsilron.com,457,apartment,76,71,62510
tsawchuk@opentech.com,470,apartment,NULL,74,57660
tschemmer@plexzap.com,222,house,74,71,38151
tschoeneck@inity.com,375,apartment,70,NULL,74954
tsemidey@bioplex.com,923,condominium,67,71,68763
tsemidey@ontomedia.com,365,apartment,72,72,97739
tsengbusch@singletechno.com,1741,house,71,71,24861
tsengbusch@statholdings.com,685,apartment,76,72,55717
tshealy@konmatfix.com,1547,condominium,69,71,62561
tshields@warephase.com,1417,house,74,75,63763
tshin@inity.com,1968,house,74,NULL,59256
tshinko@scotfind.com,866,apartment,66,NULL,17030
tskulski@golddex.com,685,apartment,74,NULL,70823
tskulski@openlane.com,1516,house,75,71,21244
tslayton@opentech.com,857,apartment,73,72,47115
tslayton@sumace.com,826,house,69,NULL,26533
tspringe@zotware.com,1035,apartment,69,NULL,48909
tstem@rangreen.com,2859,apartment,74,76,91413
tstenseth@conecom.com,2955,house,73,70,10803
tstorment@yearin.com,486,condominium,71,71,56724
tstrassner@funholding.com,564,apartment,NULL,76,28367
tstuer@singletechno.com,1596,house,71,74,79918
tsuell@finhigh.com,909,house,72,69,17943
tsuell@rangreen.com,931,house,73,73,65260
tsuell@xx-zobam.com,598,house,70,72,65627
tsyrop@ganjaflex.com,1670,apartment,70,NULL,04273
tsyrop@sunnamplex.com,772,apartment,74,72,50380
ttegarden@toughzap.com,986,apartment,66,NULL,74360
ttegarden@zencorporation.com,544,apartment,NULL,70,56442
tthreets@scotfind.com,587,townhome,76,74,66773
tthyberg@year-job.com,1666,house,73,NULL,77874
ttillotson@betasoloin.com,946,house,70,NULL,31498
ttoelkes@bioholding.com,215,house,67,72,29423
ttoelkes@y-corporation.com,1276,townhome,72,72,17233
ttolfree@golddex.com,842,apartment,78,NULL,74156
ttolfree@mathtouch.com,215,"mobile home",76,NULL,95687
ttolfree@yearin.com,634,condominium,74,74,28710
ttomasulo@j-texon.com,278,"mobile home",75,NULL,20784
ttomblin@zumgoity.com,244,house,72,75,06226
ttromblay@streethex.com,1686,house,64,NULL,85030
tupthegrove@blackzim.com,1658,house,70,73,64187
tvanheusen@funholding.com,903,house,72,NULL,56446
tvanheusen@j-texon.com,423,apartment,72,NULL,64654
tvarriano@bioholding.com,894,apartment,67,75,40962
tvarriano@hottechi.com,972,apartment,68,76,25201
tvenere@zoomit.com,1010,apartment,71,71,80649
tvizarro@plussunin.com,581,townhome,72,NULL,51544
tvonasek@dontechi.com,496,apartment,65,NULL,56222
twaymire@hatfan.com,908,house,70,NULL,48767
twaymire@plusstrip.com,875,house,75,72,62610
tweglarz@golddex.com,602,apartment,69,NULL,33605
tweglarz@zathunicon.com,614,townhome,73,73,73772
tweight@y-corporation.com,718,apartment,76,74,45238
twesterbeck@toughzap.com,506,apartment,72,75,72140
twide@openlane.com,79,townhome,67,69,62837
twiklund@plusstrip.com,1187,apartment,76,NULL,87185
tyglesias@kinnamplus.com,832,house,76,72,15026
tyum@yearin.com,1684,house,71,NULL,32920
tzepp@warephase.com,78,house,NULL,76,25969
vangalich@konex.com,605,house,67,73,76431
vangalich@plexzap.com,870,apartment,71,NULL,58068
varias@labdrill.com,776,apartment,77,NULL,32176
vbarfield@xx-zobam.com,2165,house,75,76,53006
vbartolet@donquadtech.com,125,apartment,70,72,89042
vberlanga@yearin.com,69,apartment,68,75,51571
vbiddy@warephase.com,2886,house,67,73,81149
vbirkner@bioplex.com,642,condominium,77,70,95236
vbitsuie@funholding.com,334,apartment,70,72,30129
vblackwood@konex.com,3162,house,70,73,98043
vblackwood@rantouch.com,1605,house,69,68,87728
vbookamer@domzoom.com,1055,apartment,NULL,75,15147
vbourbon@labdrill.com,1362,apartment,72,NULL,73601
vbrideau@funholding.com,1697,house,NULL,NULL,42322
vbrossart@dontechi.com,2694,house,76,NULL,25507
vbrossart@konmatfix.com,4268,townhome,74,73,18813
vbrucato@zotware.com,609,condominium,74,72,53075
vbuzick@streethex.com,577,house,NULL,NULL,31705
vcampain@sumace.com,454,apartment,71,NULL,41604
vcantres@year-job.com,3046,townhome,66,NULL,41339
vcantres@yearin.com,792,apartment,75,NULL,31904
vcartan@ganjaflex.com,631,townhome,77,71,67544
vcentini@sonron.com,448,"mobile home",70,74,98477
vchui@yearin.com,949,house,69,72,30065
vcolaizzo@codehow.com,1821,house,NULL,NULL,35254
vcoody@warephase.com,1202,apartment,69,70,23801
vcookey@donware.com,973,apartment,73,NULL,24590
vcookey@gogozoom.com,782,house,73,70,44106
vcorbley@sunnamplex.com,1139,apartment,76,71,76444
vcorrington@ganjaflex.com,684,house,70,75,16874
vcraghead@golddex.com,1330,apartment,73,76,07653
vcronauer@green-plus.com,520,apartment,NULL,73,54548
vcrupi@lexiqvolax.com,547,apartment,69,75,64733
vdeleo@fasehatice.com,585,apartment,67,74,74335
vdewar@konex.com,1302,condominium,76,71,80751
vdinos@treequote.com,1371,apartment,NULL,74,66403
vdopico@iselectrics.com,818,house,72,69,93201
vdrymon@dontechi.com,873,house,NULL,NULL,76369
vfarrow@mathtouch.com,1396,townhome,70,72,25857
vfishburne@fasehatice.com,1890,house,75,72,70394
vflosi@scotfind.com,2258,house,71,74,99612
vfortino@bioplex.com,112,house,70,70,14547
vfredicks@iselectrics.com,444,apartment,76,68,67871
vgato@golddex.com,637,apartment,71,73,85282
vgehrett@betasoloin.com,107,apartment,69,NULL,66830
vgehrett@golddex.com,950,apartment,76,70,32185
vgesick@groovestreet.com,1210,apartment,73,NULL,78377
vgoldammer@isdom.com,666,apartment,75,NULL,40695
vgreenbush@ron-tech.com,1391,condominium,74,NULL,58755
vgrenet@cancity.com,2917,townhome,NULL,70,25878
vgwalthney@finhigh.com,146,"mobile home",76,74,44427
vhalter@mathtouch.com,515,condominium,70,74,77048
vhamilton@dambase.com,2163,house,68,NULL,95251
vharnos@konmatfix.com,414,apartment,72,NULL,85372
vhengel@konex.com,555,apartment,78,NULL,30306
vhengel@toughzap.com,859,apartment,75,73,94508
vhirpara@yearin.com,1476,townhome,65,73,95887
vhochard@statholdings.com,2497,house,NULL,NULL,39060
vhoogland@scottech.com,1761,house,75,NULL,74836
vinouye@zencorporation.com,1633,house,69,75,23294
vinouye@zoomit.com,181,apartment,76,NULL,98198
vjurney@ganjaflex.com,225,house,65,74,49638
vjurney@isdom.com,1317,house,73,70,89109
vjuvera@condax.com,1704,apartment,71,76,51017
vkarpel@doncon.com,2456,house,75,NULL,98155
vkarpel@labdrill.com,671,condominium,74,NULL,43323
vkarpel@streethex.com,132,house,73,76,33765
vkeener@sumace.com,1527,house,NULL,75,30259
vkeneipp@kan-code.com,1868,apartment,69,72,94613
vkitzman@plusstrip.com,952,apartment,70,NULL,79346
vklusman@opentech.com,1243,house,72,74,78241
vkohl@plussunin.com,600,apartment,NULL,73,66686
vkoppinger@sunnamplex.com,497,apartment,70,71,25431
vkorando@rangreen.com,595,"mobile home",74,72,93703
vlacovara@konex.com,554,condominium,70,71,45099
vlapage@dalttechnology.com,842,apartment,NULL,73,00624
vlary@rundofase.com,645,condominium,74,75,43054
vleto@nam-zim.com,1236,house,74,72,02035
vmaile@year-job.com,938,apartment,72,72,15773
vmastella@singletechno.com,157,"mobile home",73,NULL,85097
vmatuszak@iselectrics.com,1523,townhome,72,NULL,87194
vmaybury@faxquote.com,2458,apartment,76,75,30237
vmaynerich@domzoom.com,691,house,74,76,67028
vmccullan@konmatfix.com,1803,house,NULL,72,45944
vmcnease@kan-code.com,431,apartment,74,NULL,39532
vmeteer@donware.com,845,condominium,73,NULL,39769
vmiro@isdom.com,523,apartment,72,68,75374
vmulqueen@isdom.com,871,house,75,73,26845
vmunis@statholdings.com,213,townhome,69,NULL,54557
vmunis@zathunicon.com,1381,house,71,70,58420
vmunns@plussunin.com,3041,townhome,NULL,NULL,23856
vmyricks@betasoloin.com,976,townhome,71,75,55315
vnestle@gogozoom.com,1511,apartment,NULL,72,45211
vogg@gogozoom.com,1299,townhome,75,69,10527
vogg@xx-zobam.com,1752,townhome,NULL,75,49726
vostolaza@dontechi.com,1897,house,74,71,12248
vostolaza@scottech.com,278,condominium,78,74,25047
vpadilla@sumace.com,1502,house,NULL,74,76483
vpedrozo@scottech.com,1800,house,71,71,65011
vperin@kan-code.com,624,apartment,76,72,29208
vpontoriero@inity.com,804,apartment,75,73,14736
vradde@yearin.com,775,house,NULL,71,75766
vregusters@zathunicon.com,801,apartment,69,75,46798
vrhoden@warephase.com,87,townhome,NULL,NULL,55393
vrim@finjob.com,753,apartment,72,NULL,54942
vriopelle@ron-tech.com,830,house,74,NULL,47948
vrodefer@plexzap.com,1470,apartment,68,74,60566
vroyster@zathunicon.com,822,apartment,76,NULL,76303
vsahagun@fasehatice.com,658,apartment,74,72,28133
vsama@statholdings.com,738,apartment,70,NULL,45026
vsawchuk@isdom.com,118,house,69,NULL,57042
vsemidey@donquadtech.com,534,townhome,67,NULL,74959
vshields@konmatfix.com,1194,condominium,NULL,NULL,35216
vshields@lexiqvolax.com,1712,house,76,74,24221
vskursky@zathunicon.com,175,"mobile home",75,74,63099
vspickerman@silis.com,1290,condominium,77,NULL,37041
vstimmel@betatech.com,2204,house,NULL,74,32336
vstockham@hottechi.com,774,condominium,NULL,74,14208
vstockham@y-corporation.com,1408,house,72,NULL,46743
vstorment@donquadtech.com,675,apartment,NULL,73,13420
vstuer@condax.com,86,apartment,72,72,46143
vstuer@dambase.com,1733,apartment,70,73,16534
vsweigard@betatech.com,1956,house,76,NULL,88579
vsweigard@xx-zobam.com,1402,house,70,74,99744
vtagala@golddex.com,2750,house,67,73,67418
vtegarden@treequote.com,686,apartment,65,NULL,81613
vthreets@donware.com,874,apartment,76,71,39210
vtollner@hottechi.com,1586,house,73,71,08556
vtollner@plussunin.com,2938,house,74,NULL,62656
vturinetti@konex.com,1374,house,74,69,84638
vupthegrove@dalttechnology.com,4486,house,76,71,76115
vvarriano@inity.com,2418,house,NULL,71,02839
vvizarro@hatfan.com,468,condominium,72,73,38222
vweglarz@cancity.com,1570,apartment,NULL,76,30457
vweight@lexiqvolax.com,1774,house,NULL,71,39530
vweirather@konex.com,1327,townhome,NULL,72,97909
vwenzinger@zathunicon.com,1805,apartment,72,69,98244
vwolfgramm@plexzap.com,1209,house,70,70,20726
vyaw@cancity.com,1283,apartment,71,71,24815
vzagen@condax.com,1981,townhome,NULL,NULL,14560
wagramonte@blackzim.com,696,house,67,69,00913
wauffrey@sumace.com,863,house,78,74,95542
wbarfield@streethex.com,1499,townhome,70,73,78162
wbartolet@plussunin.com,651,townhome,76,73,32956
wbatman@stanredtax.com,1507,house,73,72,64505
wberganza@stanredtax.com,961,apartment,72,68,13407
wberray@j-texon.com,667,house,75,NULL,49679
wbiddy@sumace.com,82,house,66,NULL,56687
wbookamer@inity.com,305,house,74,75,96009
wbowley@scottech.com,1798,apartment,72,NULL,43078
wbrachle@bioholding.com,219,"mobile home",70,NULL,27261
wbrachle@groovestreet.com,1008,house,74,74,95991
wbriddick@stanredtax.com,1430,house,72,NULL,45255
wbutzen@domzoom.com,672,townhome,74,72,94235
wbuzick@isdom.com,566,house,75,73,89025
wbuzick@y-corporation.com,1327,condominium,76,73,77440
wcloney@dambase.com,2415,townhome,73,72,80530
wcorrio@kan-code.com,1126,apartment,73,75,61358
wcousey@plussunin.com,187,"mobile home",NULL,73,53156
wdickerson@faxquote.com,389,"mobile home",71,71,85069
wdopico@konmatfix.com,616,house,74,NULL,99509
wdubaldi@golddex.com,542,condominium,76,NULL,33849
wehmann@xx-zobam.com,949,house,72,72,81215
wemigh@mathtouch.com,795,apartment,NULL,74,47437
wennaco@scottech.com,1026,house,70,NULL,49588
wfallick@plusstrip.com,1417,apartment,72,71,42027
wfeichtner@ontomedia.com,1387,apartment,NULL,75,28765
wfelger@condax.com,778,house,68,74,52568
wfelger@zoomit.com,629,condominium,68,72,23846
wferencz@konmatfix.com,1477,condominium,NULL,NULL,27283
wferencz@openlane.com,1807,house,78,74,80259
wfoller@stanredtax.com,667,"mobile home",70,75,01824
wgiguere@nam-zim.com,1644,condominium,74,70,17858
wgiguere@stanredtax.com,1138,townhome,76,71,01808
wgoldammer@zotware.com,1471,apartment,74,69,75262
whauenstein@streethex.com,1635,house,72,74,14649
wheintzman@rangreen.com,2574,house,NULL,73,38303
whoopengardner@donquadtech.com,451,"mobile home",71,NULL,98001
whudnall@hatfan.com,730,house,70,72,35087
witurbide@treequote.com,1162,house,75,NULL,29653
wjillson@finjob.com,1565,house,70,74,94303
wkalafatis@bioholding.com,124,apartment,66,72,66215
wkampa@stanredtax.com,5234,townhome,66,71,18036
wkohnert@plexzap.com,1576,condominium,64,72,50421
wkoppinger@ontomedia.com,1122,apartment,75,74,77963
wkoppinger@rantouch.com,3473,house,75,NULL,27570
wkownacki@treequote.com,1942,house,NULL,73,44652
wkulzer@plexzap.com,932,townhome,70,75,45142
wlueckenbach@labdrill.com,156,townhome,73,NULL,45343
wmai@domzoom.com,1393,house,72,71,66023
wmartabano@green-plus.com,2528,house,77,73,06251
wmaybury@fasehatice.com,598,condominium,71,NULL,05653
wmcdoniel@condax.com,1463,house,NULL,73,14139
wmcnease@toughzap.com,1454,condominium,74,74,20778
wmiro@bioplex.com,1529,house,NULL,72,49762
wmodzelewski@blackzim.com,564,house,72,73,55391
wmondella@rangreen.com,938,apartment,NULL,71,76574
wmontezuma@zotware.com,804,house,67,73,25906
wmotley@opentech.com,2002,house,71,NULL,16621
wnabours@fasehatice.com,69,"mobile home",69,75,68761
wnabours@nam-zim.com,445,apartment,76,73,20019
wneither@bioholding.com,263,"mobile home",66,NULL,83303
wnestle@fasehatice.com,695,"mobile home",NULL,70,04243
wostolaza@statholdings.com,714,house,74,74,97528
wpapasergi@finjob.com,568,apartment,72,75,13661
wpawlowicz@rantouch.com,2051,house,72,73,95816
wpinilla@toughzap.com,1308,house,68,NULL,42164
wpolidori@sunnamplex.com,736,house,NULL,NULL,33157
wpoquette@betasoloin.com,2788,townhome,74,NULL,06492
wraymo@sonron.com,277,"mobile home",NULL,69,35246
wrodeigues@golddex.com,670,townhome,77,69,63621
wroyster@donware.com,1044,apartment,74,70,90832
wsaulter@domzoom.com,577,townhome,72,75,71663
wschieler@condax.com,1821,apartment,70,71,30240
wschieler@kinnamplus.com,319,"mobile home",72,74,54547
wschnitzler@donware.com,1493,house,71,NULL,80467
wschoeneck@isdom.com,557,apartment,64,NULL,26757
wshadrick@opentech.com,970,house,74,73,39564
wshields@nam-zim.com,736,house,71,76,31040
wskursky@toughzap.com,597,condominium,72,73,12475
wstem@nam-zim.com,720,house,73,72,57460
wstockham@conecom.com,1257,apartment,68,73,90079
wstockham@finhigh.com,155,house,72,NULL,73547
wstockham@yearin.com,1094,apartment,76,76,98338
wstrassner@golddex.com,2273,house,69,72,95338
wtheodorov@zoomit.com,1382,house,69,73,43519
wthyberg@openlane.com,730,house,74,73,17319
wtreston@cancity.com,2127,apartment,74,73,10941
wweglarz@conecom.com,440,apartment,68,NULL,49252
wwildfong@bioholding.com,745,apartment,74,76,22520
xbaltimore@ganjaflex.com,996,townhome,73,NULL,83708
xbiddy@domzoom.com,1433,house,75,73,41271
xcanlas@blackzim.com,2438,townhome,NULL,74,24038
xfarrow@zencorporation.com,952,apartment,74,71,16933
xhaufler@donquadtech.com,1306,house,NULL,75,24134
xhidvegi@xx-zobam.com,756,townhome,75,74,72048
xhirpara@mathtouch.com,1215,condominium,71,72,54653
xlacovara@dontechi.com,512,apartment,NULL,NULL,45740
xlizama@golddex.com,811,house,68,72,15924
xmauson@xx-zobam.com,154,apartment,71,71,01420
xmeinerding@konex.com,685,apartment,NULL,76,12819
xmondella@green-plus.com,1406,apartment,NULL,72,00914
xnicka@gogozoom.com,831,house,NULL,69,62003
xpaskin@streethex.com,756,house,NULL,NULL,04078
xsteffensmeier@green-plus.com,423,"mobile home",74,74,53956
xsteier@streethex.com,818,townhome,74,NULL,48919
xstuer@y-corporation.com,875,townhome,72,72,62380
yandreason@zotware.com,1601,apartment,77,NULL,44825
yangalich@dalttechnology.com,255,"mobile home",NULL,73,67137
yberlanga@zencorporation.com,266,"mobile home",76,NULL,86340
ybevelacqua@dontechi.com,1606,house,76,74,34954
ybrucato@donquadtech.com,979,"mobile home",NULL,NULL,71211
ybruschke@konmatfix.com,1016,townhome,70,74,06786
ybutzen@sunnamplex.com,1378,condominium,67,74,72386
ychaffins@fasehatice.com,1461,apartment,76,NULL,29915
ycoody@faxquote.com,2460,house,76,71,55161
ycrupi@statholdings.com,499,apartment,75,NULL,52136
yfarrow@inity.com,1373,house,77,69,39079
yfeichtner@stanredtax.com,605,house,71,NULL,18455
yferencz@bioholding.com,541,"mobile home",71,NULL,34431
yferencz@kinnamplus.com,1216,house,NULL,72,96014
yfoller@hatfan.com,534,apartment,NULL,76,62476
yfrerking@scotfind.com,1098,house,76,NULL,14040
ygibes@codehow.com,1573,apartment,69,68,81151
yglick@rundofase.com,747,house,78,76,52408
yhamilton@newex.com,2001,townhome,72,74,61206
yheintzman@donware.com,1509,apartment,70,NULL,25678
yhellickson@plexzap.com,1324,house,70,70,99587
yjacobos@plexzap.com,3350,townhome,76,NULL,78387
yjayson@green-plus.com,1449,house,NULL,72,13165
ykardas@groovestreet.com,1813,townhome,66,NULL,45760
ykitty@domzoom.com,1151,condominium,68,69,51603
ykonopacki@plexzap.com,623,apartment,70,70,88546
ykusko@betasoloin.com,234,"mobile home",70,74,66403
ylatzke@gogozoom.com,1999,house,75,NULL,43437
ylietz@domzoom.com,641,condominium,75,NULL,62671
ylipke@conecom.com,540,townhome,72,71,77585
ylipkin@rantouch.com,762,condominium,75,71,76825
ymeisel@statholdings.com,3097,house,73,74,72838
ymirafuentes@j-texon.com,621,condominium,75,69,96861
ymotley@domzoom.com,2926,house,72,70,34228
ymyricks@golddex.com,391,apartment,73,72,59012
ynestle@conecom.com,63,"mobile home",69,NULL,49632
ypapasergi@sonron.com,1129,townhome,67,76,15368
ypatak@zathunicon.com,1412,house,74,72,17039
yperigo@xx-zobam.com,367,apartment,76,NULL,29617
ypoquette@zotware.com,655,apartment,70,NULL,19390
yriopelle@kinnamplus.com,97,house,78,72,89702
yrodenberger@konmatfix.com,529,townhome,67,72,66423
yroyster@singletechno.com,631,house,71,73,54221
yrulapaugh@konmatfix.com,2096,house,70,72,15447
ysengbusch@rantouch.com,3201,house,73,72,32052
yshadrick@sumace.com,871,apartment,71,73,26203
yspickerman@zotware.com,1189,apartment,73,73,85324
ysuell@dambase.com,2151,condominium,73,72,58711
ytomblin@scotfind.com,829,house,75,75,95542
ywalthall@hottechi.com,1404,apartment,76,NULL,33884
ywalthall@zathunicon.com,592,apartment,73,73,13860
yweirather@newex.com,1096,house,72,74,54417
ywolny@statholdings.com,763,townhome,76,NULL,56284
yyum@golddex.com,704,apartment,76,NULL,61747
